0,1,0
0,2,0
0,3,0
0,4,1
0,5,1
0,6,0
1,1,0
1,2,0
1,3,0
1,4,0
2,1,1
2,2,1
2,3,1
2,4,1
3,1,1
3,2,1
3,3,1
4,1,1
4,2,1
4,3,1
4,4,1
5,1,0
5,2,0
5,3,1
6,1,0
6,2,0
6,3,1
7,1,1
7,2,1
7,3,0
7,4,1
7,5,1
8,1,1
8,2,1
8,3,1
8,4,1
8,5,1
9,1,0
9,2,0
9,3,1
9,4,1
10,1,0
10,2,1
10,3,1
10,4,1
11,1,1
11,2,1
11,3,0
11,4,1
12,1,0
12,2,0
12,3,0
13,1,0
14,1,0
14,2,0
15,1,0
15,2,1
15,3,1
16,1,1
16,2,1
16,3,1
16,4,1
16,5,1
17,1,0
17,2,0
17,3,0
18,1,0
18,2,1
18,3,1
18,4,1
18,5,1
19,1,1
19,2,0
19,3,1
19,4,1
19,5,1
20,1,1
20,2,0
20,3,1
20,4,1
21,1,0
21,2,0
21,3,1
22,1,0
22,2,1
22,3,1
22,4,0
22,5,1
22,6,0
22,7,1
23,1,1
23,2,1
23,3,1
23,4,1
24,1,1
25,1,0
25,2,1
25,3,0
25,4,0
26,1,1
26,2,1
27,1,0
28,1,1
28,2,1
28,3,1
29,1,0
30,1,0
31,1,0
31,2,0
31,3,0
32,1,0
32,2,0
32,3,1
32,4,0
33,1,0
33,2,0
33,3,0
33,4,0
34,1,1
34,2,1
34,3,0
35,1,1
35,2,1
35,3,1
35,4,0
35,5,0
35,6,1
35,7,0
35,8,1
36,1,0
36,2,1
36,3,0
36,4,0
37,1,0
37,2,0
37,3,1
38,1,1
38,2,0
38,3,1
38,4,0
38,5,1
38,6,1
39,1,0
39,2,0
39,3,1
39,4,0
40,1,1
40,2,0
40,3,0
41,1,1
41,2,0
41,3,0
41,4,0
42,1,1
42,2,0
42,3,1
42,4,1
43,1,1
43,2,0
43,3,0
43,4,0
44,1,0
44,2,1
44,3,0
45,1,0
45,2,0
45,3,0
46,1,1
46,2,0
46,3,0
47,1,0
47,2,0
48,1,0
48,2,0
48,3,1
49,1,1
49,2,1
49,3,1
49,4,1
50,1,1
50,2,1
50,3,0
50,4,0
51,1,1
52,1,1
52,2,1
52,3,1
52,4,1
53,1,1
53,2,1
53,3,1
53,4,1
53,5,1
54,1,0
54,2,0
54,3,0
54,4,0
54,5,1
54,6,1
54,7,1
54,8,1
54,9,0
54,10,1
55,1,1
55,2,0
56,1,0
56,2,0
56,3,1
57,1,1
58,1,1
58,2,1
58,3,1
59,1,0
59,2,0
59,3,1
59,4,0
60,1,0
60,2,0
60,3,0
60,4,0
60,5,1
61,1,0
61,2,0
61,3,0
62,1,0
62,2,0
62,3,1
63,1,1
64,1,1
64,2,1
64,3,1
64,4,1
64,5,1
64,6,1
64,7,1
65,1,0
65,2,0
65,3,0
66,1,1
66,2,1
66,3,1
67,1,1
67,2,1
68,1,0
68,2,1
69,1,1
69,2,1
69,3,1
69,4,1
70,1,0
70,2,0
70,3,0
70,4,1
70,5,0
71,1,0
72,1,0
72,2,0
72,3,1
72,4,0
72,5,1
73,1,1
73,2,1
73,3,1
73,4,1
74,1,0
74,2,0
74,3,0
74,4,1
74,5,0
75,1,0
75,2,0
75,3,0
75,4,1
76,1,0
76,2,0
76,3,0
76,4,1
76,5,1
77,1,0
78,1,0
78,2,0
78,3,1
78,4,1
79,1,1
79,2,1
79,3,1
79,4,1
79,5,1
79,6,1
79,7,1
79,8,1
79,9,1
80,1,0
80,2,0
80,3,0
80,4,0
80,5,1
81,1,1
